Order_id;Order_type;Sub_department;mean_time;Difficulty_level;Perform_peoples;Hull_number;Floor;Execution_date
9472;Mail;Information Resources Department;10;5;1;4;2;2021-07-18
9473;PC hardware replacement;Telecommunications_department;10;2;2;8;7;2021-02-12
9474;Internet;technical_department;10;3;3;2;8;2021-07-22
9475;Internet;Information Resources Department;10;3;1;7;4;2021-08-11
9476;Office equipment;Telecommunications_department;10;1;1;8;9;2021-01-14
9477;Installing software;Telecommunications_department;10;5;2;2;4;2021-07-29
9478;Installing software;Telecommunications_department;10;4;3;11;4;2021-12-25
9479;Antivirus;technical_department;10;1;1;7;7;2021-01-04
9480;Laying the network;technical_department;10;1;1;11;2;2021-05-27
9481;Internet;Telecommunications_department;10;2;3;8;5;2021-11-28
9482;Installing software;Information Resources Department;10;3;1;7;4;2021-04-15
9483;Mail;Information Resources Department;10;3;3;5;5;2021-04-13
9484;Office equipment;technical_department;10;5;3;12;8;2021-08-23
9485;Mail;Information Resources Department;10;4;2;11;9;2021-02-14
9486;Internet;technical_department;10;2;1;1;6;2021-06-20
9487;Mail;Telecommunications_department;10;5;3;2;7;2021-06-06
9488;Role system;technical_department;10;4;3;11;8;2021-10-04
9489;Role system;technical_department;10;5;2;2;7;2021-03-17
9490;Mail;Information Resources Department;10;1;1;6;3;2021-07-09
9491;Antivirus;Telecommunications_department;10;5;3;10;2;2021-06-14
9492;Mail;technical_department;10;2;1;10;2;2021-10-01
9493;PC hardware replacement;Telecommunications_department;10;1;3;2;9;2021-03-02
9494;Role system;Telecommunications_department;10;4;3;10;4;2021-06-13
9495;Role system;Telecommunications_department;10;1;2;4;1;2021-05-08
9496;Laying the network;Telecommunications_department;10;5;1;6;9;2021-08-13
9497;OS;technical_department;10;5;3;2;6;2021-01-01
9498;OS;technical_department;10;1;3;11;8;2021-04-03
9499;Internet;Telecommunications_department;10;5;2;8;4;2021-02-14
9500;Mail;Information Resources Department;10;2;1;1;1;2021-05-11
9501;Accounts;Information Resources Department;10;5;1;11;5;2021-09-16
9502;Office equipment;technical_department;10;3;1;12;6;2021-12-06
9503;PC hardware replacement;Information Resources Department;10;4;1;11;1;2021-10-08
9504;Role system;Telecommunications_department;10;3;2;7;5;2021-12-21
9505;OS;Telecommunications_department;10;3;2;8;8;2021-04-18
9506;Installing software;Telecommunications_department;10;4;3;11;7;2021-06-26
9507;Office equipment;technical_department;10;2;3;1;1;2021-04-17
9508;OS;technical_department;10;4;2;11;4;2021-06-19
9509;OS;Telecommunications_department;10;1;2;2;6;2021-10-03
9510;Antivirus;Telecommunications_department;10;4;3;8;3;2021-11-29
9511;Installing software;Telecommunications_department;10;5;3;1;4;2021-09-08
9512;Antivirus;Information Resources Department;10;4;3;2;6;2021-10-30
9513;Mail;Telecommunications_department;10;4;3;8;6;2021-02-03
9514;Antivirus;Information Resources Department;10;4;1;4;3;2021-03-21
9515;Antivirus;technical_department;10;2;2;11;2;2021-12-17
9516;OS;Information Resources Department;10;3;2;3;3;2021-01-27
9517;Installing software;Information Resources Department;10;5;2;11;1;2021-04-20
9518;Installing software;Telecommunications_department;10;3;1;10;5;2021-05-25
9519;Antivirus;Information Resources Department;10;4;2;8;4;2021-02-09
9520;Internet;Information Resources Department;10;2;2;2;2;2021-03-10
9521;Mail;Information Resources Department;10;2;3;2;9;2021-05-21
9522;OS;Information Resources Department;10;1;1;3;3;2021-06-13
9523;PC hardware replacement;Information Resources Department;10;4;2;4;8;2021-02-18
9524;Role system;Information Resources Department;10;5;3;12;6;2021-03-07
9525;Office equipment;Telecommunications_department;10;2;1;2;2;2021-05-07
9526;PC hardware replacement;Telecommunications_department;10;4;3;6;3;2021-05-19
9527;Antivirus;Information Resources Department;10;5;1;10;7;2021-01-11
9528;Antivirus;technical_department;10;3;2;9;3;2021-01-17
9529;Antivirus;Information Resources Department;10;2;1;2;7;2021-03-07
9530;Internet;Telecommunications_department;10;1;3;8;7;2021-03-08
9531;Office equipment;Information Resources Department;10;4;2;2;1;2021-10-19
9532;Role system;Telecommunications_department;10;5;2;4;4;2021-10-14
9533;PC hardware replacement;Telecommunications_department;10;1;1;11;7;2021-11-21
9534;Role system;Telecommunications_department;10;3;1;9;5;2021-11-10
9535;Mail;technical_department;10;3;3;5;6;2021-06-13
9536;Internet;technical_department;10;1;1;10;9;2021-05-28
9537;Antivirus;Telecommunications_department;10;5;3;8;9;2021-06-23
9538;Antivirus;Telecommunications_department;10;4;3;8;7;2021-06-01
9539;Accounts;Telecommunications_department;10;1;2;7;7;2021-12-20
9540;OS;Information Resources Department;10;2;3;2;7;2021-11-22
9541;Antivirus;Telecommunications_department;10;3;3;2;7;2021-12-07
9542;Mail;Information Resources Department;10;4;3;5;2;2021-11-04
9543;Role system;Information Resources Department;10;4;3;7;1;2021-05-15
9544;Office equipment;Telecommunications_department;10;2;1;4;1;2021-04-06
9545;Accounts;Telecommunications_department;10;5;1;8;8;2021-04-09
9546;Mail;technical_department;10;4;1;1;2;2021-02-23
9547;PC hardware replacement;Telecommunications_department;10;1;1;5;8;2021-08-22
9548;PC hardware replacement;Telecommunications_department;10;1;3;6;6;2021-07-02
9549;PC hardware replacement;Telecommunications_department;10;2;3;11;3;2021-06-25
9550;Antivirus;Telecommunications_department;10;3;1;7;5;2021-04-29
9551;PC hardware replacement;technical_department;10;3;1;2;9;2021-10-15
9552;Internet;Telecommunications_department;10;5;3;5;6;2021-08-14
9553;Installing software;Information Resources Department;10;3;3;2;1;2021-07-26
9554;Internet;technical_department;10;1;1;12;2;2021-05-19
9555;Mail;technical_department;10;3;2;10;5;2021-10-23
9556;Internet;Telecommunications_department;10;3;1;3;9;2021-08-11
9557;Antivirus;technical_department;10;4;2;2;3;2021-07-11
9558;Laying the network;Information Resources Department;10;4;3;3;2;2021-04-23
9559;Installing software;technical_department;10;4;1;4;4;2021-09-16
9560;Office equipment;Information Resources Department;10;5;3;12;7;2021-06-23
9561;Laying the network;Information Resources Department;10;4;1;1;8;2021-05-12
9562;Installing software;Telecommunications_department;10;2;3;5;6;2021-02-10
9563;Accounts;technical_department;10;3;1;8;7;2021-06-25
9564;Internet;technical_department;10;2;1;7;8;2021-03-21
9565;OS;Telecommunications_department;10;3;2;11;8;2021-01-26
9566;PC hardware replacement;Telecommunications_department;10;3;1;6;4;2021-10-16
9567;Antivirus;Telecommunications_department;10;2;2;11;3;2021-02-16
9568;Laying the network;Information Resources Department;10;4;2;1;3;2021-10-31
9569;Internet;technical_department;10;1;1;7;2;2021-08-27
9570;Mail;Telecommunications_department;10;4;3;4;6;2021-05-06
9571;Internet;Information Resources Department;10;5;1;1;3;2021-08-26
9572;PC hardware replacement;technical_department;10;4;2;5;2;2021-04-29
9573;Laying the network;technical_department;10;4;1;2;8;2021-02-12
9574;OS;Information Resources Department;10;4;3;2;2;2021-10-09
9575;Antivirus;Telecommunications_department;10;3;2;1;7;2021-01-18
9576;OS;technical_department;10;4;2;7;4;2021-09-09
9577;PC hardware replacement;technical_department;10;2;2;7;9;2021-06-14
9578;OS;technical_department;10;4;1;10;1;2021-01-29
9579;Mail;Information Resources Department;10;5;3;11;5;2021-04-27
9580;Installing software;Information Resources Department;10;4;1;9;1;2021-12-06
9581;Office equipment;Telecommunications_department;10;4;1;11;4;2021-08-29
9582;Mail;Telecommunications_department;10;3;3;4;4;2021-04-04
9583;Mail;Information Resources Department;10;2;3;8;6;2021-06-20
9584;Laying the network;technical_department;10;3;1;8;1;2021-01-18
9585;PC hardware replacement;Information Resources Department;10;5;1;1;3;2021-09-29
9586;Installing software;technical_department;10;2;1;9;1;2021-04-23
9587;Antivirus;Telecommunications_department;10;3;1;3;2;2021-06-28
9588;Laying the network;technical_department;10;1;2;6;4;2021-01-15
9589;Internet;technical_department;10;5;2;2;4;2021-09-14
9590;Accounts;Information Resources Department;10;5;3;12;1;2021-03-28
9591;Role system;Telecommunications_department;10;3;3;9;1;2021-05-22
9592;OS;Telecommunications_department;10;3;2;3;1;2021-11-26
9593;Role system;Information Resources Department;10;5;2;1;1;2021-07-16
9594;Antivirus;Information Resources Department;10;2;2;2;5;2021-01-16
9595;Internet;Telecommunications_department;10;2;3;2;3;2021-02-28
9596;Laying the network;Information Resources Department;10;5;2;10;3;2021-08-24
9597;Antivirus;Telecommunications_department;10;4;2;11;9;2021-04-02
9598;Laying the network;Information Resources Department;10;3;3;2;3;2021-09-20
9599;PC hardware replacement;Information Resources Department;10;1;1;5;9;2021-10-22
9600;Antivirus;technical_department;10;1;1;4;7;2021-04-06
9601;Role system;technical_department;10;3;1;7;3;2021-11-01
9602;Office equipment;Information Resources Department;10;4;2;1;5;2021-04-10
9603;Office equipment;technical_department;10;5;3;6;9;2021-05-01
9604;Installing software;Information Resources Department;10;2;3;8;6;2021-10-02
9605;Role system;technical_department;10;1;1;2;1;2021-04-18
9606;Internet;Information Resources Department;10;5;3;11;1;2021-09-14
9607;Installing software;Information Resources Department;10;2;1;6;4;2021-09-23
9608;OS;Information Resources Department;10;2;1;10;8;2021-02-14
9609;Office equipment;technical_department;10;3;2;7;1;2021-08-18
9610;Internet;technical_department;10;4;1;7;9;2021-01-03
9611;Antivirus;Telecommunications_department;10;4;2;5;2;2021-01-01
9612;Installing software;Telecommunications_department;10;2;3;11;4;2021-05-12
9613;Laying the network;technical_department;10;5;1;11;5;2021-11-02
9614;OS;Information Resources Department;10;4;3;1;3;2021-03-09
9615;Antivirus;technical_department;10;1;2;2;3;2021-02-24
9616;Antivirus;Telecommunications_department;10;5;3;11;4;2021-06-24
9617;Office equipment;Telecommunications_department;10;1;2;1;4;2021-12-03
9618;Laying the network;technical_department;10;2;1;6;9;2021-03-29
9619;PC hardware replacement;Information Resources Department;10;2;3;9;8;2021-03-04
9620;Antivirus;Information Resources Department;10;4;1;9;7;2021-06-20
9621;Mail;technical_department;10;2;3;2;6;2021-11-19
9622;Office equipment;technical_department;10;5;3;9;9;2021-03-03
9623;Antivirus;Information Resources Department;10;2;2;3;7;2021-01-25
9624;PC hardware replacement;technical_department;10;1;3;6;5;2021-05-03
9625;Accounts;Telecommunications_department;10;2;2;1;2;2021-09-20
9626;Mail;Information Resources Department;10;2;2;11;4;2021-12-20
9627;Office equipment;technical_department;10;1;2;8;9;2021-11-03
9628;Antivirus;Telecommunications_department;10;3;3;1;6;2021-01-29
9629;Internet;technical_department;10;1;3;11;2;2021-06-06
9630;Accounts;Information Resources Department;10;4;3;11;2;2021-08-25
9631;Mail;technical_department;10;5;3;11;6;2021-06-27
9632;Office equipment;Information Resources Department;10;4;2;6;1;2021-09-10
9633;Accounts;technical_department;10;4;2;7;5;2021-01-06
9634;Role system;Information Resources Department;10;5;2;10;4;2021-03-16
9635;Accounts;Telecommunications_department;10;4;2;12;6;2021-01-04
9636;Accounts;Telecommunications_department;10;5;2;11;9;2021-03-09
9637;Accounts;Information Resources Department;10;2;2;2;2;2021-06-22
9638;Installing software;technical_department;10;5;2;8;9;2021-08-19
9639;Role system;technical_department;10;1;3;12;1;2021-05-29
9640;PC hardware replacement;Telecommunications_department;10;5;2;1;2;2021-07-20
9641;Antivirus;technical_department;10;5;3;7;3;2021-10-22
9642;Installing software;Telecommunications_department;10;5;1;3;8;2021-12-07
9643;PC hardware replacement;Information Resources Department;10;3;1;11;8;2021-09-05
9644;Accounts;technical_department;10;4;1;2;8;2021-10-16
9645;Internet;technical_department;10;2;2;11;7;2021-01-08
9646;Internet;Information Resources Department;10;4;3;10;2;2021-02-12
9647;PC hardware replacement;Telecommunications_department;10;5;1;8;9;2021-10-29
9648;Office equipment;technical_department;10;3;1;2;8;2021-11-27
9649;Laying the network;Telecommunications_department;10;3;2;1;5;2021-02-08
9650;Accounts;Telecommunications_department;10;2;1;3;8;2021-03-03
9651;Mail;technical_department;10;1;2;3;5;2021-11-06
9652;Antivirus;Telecommunications_department;10;1;2;12;2;2021-11-24
9653;Accounts;Information Resources Department;10;3;1;2;7;2021-01-24
9654;Role system;technical_department;10;5;2;6;8;2021-02-05
9655;Installing software;technical_department;10;1;1;9;4;2021-09-30
9656;Installing software;Information Resources Department;10;4;1;9;9;2021-10-06
9657;Installing software;Telecommunications_department;10;3;3;1;3;2021-11-24
9658;OS;Information Resources Department;10;2;2;8;3;2021-11-25
9659;Accounts;Telecommunications_department;10;5;1;2;6;2021-07-09
9660;Office equipment;technical_department;10;1;2;4;1;2021-07-04
9661;Role system;technical_department;10;2;1;11;3;2021-08-11
9662;Office equipment;Information Resources Department;10;4;3;8;1;2021-07-31
9663;Antivirus;Telecommunications_department;10;4;2;5;3;2021-03-03
9664;Office equipment;Telecommunications_department;10;2;3;9;5;2021-02-14
9665;PC hardware replacement;Information Resources Department;10;1;3;7;6;2021-03-12
9666;PC hardware replacement;technical_department;10;5;2;7;3;2021-02-18
9667;Internet;technical_department;10;3;2;6;3;2021-09-09
9668;Mail;technical_department;10;3;3;2;4;2021-08-12
9669;Installing software;Information Resources Department;10;4;2;2;3;2021-08-27
9670;Antivirus;technical_department;10;5;2;5;8;2021-07-24
9671;Antivirus;Telecommunications_department;10;5;2;6;7;2021-02-02
9672;Installing software;Information Resources Department;10;3;1;4;6;2021-12-23
9673;Internet;Information Resources Department;10;1;3;7;4;2021-12-27
9674;Antivirus;Telecommunications_department;10;5;1;12;7;2021-11-12
9675;Role system;technical_department;10;2;1;5;4;2021-05-12
9676;Mail;Information Resources Department;10;2;2;5;2;2021-03-22
9677;Mail;technical_department;10;3;3;11;8;2021-03-14
9678;Installing software;technical_department;10;4;3;7;1;2021-01-17
9679;Mail;Information Resources Department;10;4;3;2;6;2021-07-04
9680;OS;Information Resources Department;10;1;2;5;2;2021-05-03
9681;Internet;Telecommunications_department;10;4;3;1;7;2021-04-14
9682;Office equipment;Telecommunications_department;10;3;1;12;7;2021-02-06
9683;Antivirus;Information Resources Department;10;5;1;9;1;2021-07-13
9684;Office equipment;technical_department;10;4;1;3;6;2021-04-30
9685;PC hardware replacement;Information Resources Department;10;5;1;2;8;2021-03-31
9686;OS;technical_department;10;5;2;3;7;2021-01-11
9687;Role system;Information Resources Department;10;5;3;3;9;2021-06-05
9688;Accounts;technical_department;10;2;3;12;3;2021-03-13
9689;OS;Telecommunications_department;10;5;1;1;5;2021-01-29
9690;Internet;technical_department;10;3;2;5;2;2021-10-30
9691;Internet;Information Resources Department;10;4;3;8;3;2021-03-14
9692;OS;Information Resources Department;10;3;3;7;4;2021-12-07
9693;Accounts;technical_department;10;4;1;11;4;2021-10-15
9694;Mail;technical_department;10;4;3;5;9;2021-07-05
9695;PC hardware replacement;technical_department;10;3;1;11;9;2021-11-05
9696;OS;technical_department;10;5;2;12;9;2021-07-21
9697;OS;Information Resources Department;10;3;3;7;7;2021-05-17
9698;Laying the network;technical_department;10;5;2;4;2;2021-01-24
9699;OS;Telecommunications_department;10;2;1;12;9;2021-05-15
9700;Role system;Information Resources Department;10;5;1;4;7;2021-01-16
9701;OS;Information Resources Department;10;1;3;2;5;2021-10-31
9702;Accounts;Telecommunications_department;10;1;2;1;7;2021-06-29
9703;Installing software;Information Resources Department;10;4;1;12;3;2021-10-07
9704;Accounts;Telecommunications_department;10;5;2;7;1;2021-05-30
9705;Mail;Information Resources Department;10;3;1;7;5;2021-03-03
9706;Mail;Information Resources Department;10;5;1;9;6;2021-10-17
9707;Antivirus;Telecommunications_department;10;1;3;11;1;2021-01-15
9708;Role system;Telecommunications_department;10;5;1;8;6;2021-08-26
9709;Installing software;Information Resources Department;10;5;3;11;9;2021-05-19
9710;Laying the network;technical_department;10;4;3;4;9;2021-12-21
9711;Antivirus;technical_department;10;3;2;8;3;2021-03-10
9712;PC hardware replacement;Telecommunications_department;10;4;1;8;6;2021-10-07
9713;Mail;technical_department;10;1;3;1;8;2021-06-19
9714;Role system;Information Resources Department;10;3;1;8;6;2021-01-11
9715;PC hardware replacement;technical_department;10;4;3;3;7;2021-03-18
9716;OS;Information Resources Department;10;2;2;6;9;2021-10-04
9717;Office equipment;Information Resources Department;10;1;2;2;1;2021-06-04
9718;Internet;Telecommunications_department;10;1;2;12;6;2021-12-15
9719;Office equipment;technical_department;10;4;2;9;6;2021-02-09
9720;Accounts;Information Resources Department;10;4;1;2;7;2021-08-16
9721;Office equipment;technical_department;10;1;1;1;6;2021-04-05
9722;PC hardware replacement;technical_department;10;3;2;2;1;2021-10-05
9723;OS;technical_department;10;3;2;2;9;2021-11-17
9724;OS;technical_department;10;1;2;10;8;2021-05-14
9725;PC hardware replacement;Information Resources Department;10;5;2;11;6;2021-12-19
9726;OS;technical_department;10;4;3;2;8;2021-06-10
9727;Mail;Telecommunications_department;10;2;1;5;5;2021-07-11
9728;PC hardware replacement;Information Resources Department;10;3;3;3;3;2021-12-24
9729;Antivirus;Information Resources Department;10;4;1;7;9;2021-07-21
9730;Accounts;technical_department;10;5;2;1;1;2021-12-28
9731;Accounts;Information Resources Department;10;1;3;6;6;2021-01-19
9732;Internet;Telecommunications_department;10;3;3;7;2;2021-06-22
9733;Office equipment;Telecommunications_department;10;2;1;2;6;2021-01-06
9734;Office equipment;Telecommunications_department;10;1;2;10;6;2021-06-03
9735;Role system;technical_department;10;3;3;6;9;2021-06-12
9736;Mail;technical_department;10;3;3;10;4;2021-11-02
9737;Accounts;Information Resources Department;10;4;2;7;7;2021-05-08
9738;Office equipment;Information Resources Department;10;1;3;6;5;2021-09-22
9739;PC hardware replacement;Information Resources Department;10;5;2;5;7;2021-09-19
9740;Internet;technical_department;10;3;2;11;1;2021-01-30
9741;PC hardware replacement;Information Resources Department;10;1;1;11;2;2021-07-23
9742;Accounts;technical_department;10;5;3;1;8;2021-11-26
9743;PC hardware replacement;Telecommunications_department;10;2;2;2;8;2021-11-12
9744;Installing software;technical_department;10;1;2;11;1;2021-03-13
9745;Installing software;technical_department;10;2;1;1;9;2021-08-23
9746;PC hardware replacement;Information Resources Department;10;3;3;5;5;2021-12-15
9747;Role system;Telecommunications_department;10;3;2;9;4;2021-11-20
9748;PC hardware replacement;technical_department;10;5;3;9;4;2021-03-10
9749;Antivirus;Telecommunications_department;10;3;2;2;2;2021-08-08
9750;Installing software;Telecommunications_department;10;1;2;9;6;2021-11-19
9751;Installing software;Telecommunications_department;10;3;1;3;3;2021-10-14
9752;Mail;Telecommunications_department;10;2;3;5;1;2021-01-20
9753;Laying the network;technical_department;10;3;2;1;7;2021-06-09
9754;Laying the network;Telecommunications_department;10;3;2;11;9;2021-09-09
9755;Accounts;Telecommunications_department;10;2;1;7;6;2021-07-23
9756;PC hardware replacement;Information Resources Department;10;4;3;1;2;2021-10-17
9757;OS;Information Resources Department;10;2;3;11;7;2021-02-24
9758;Internet;technical_department;10;5;3;11;8;2021-05-15
9759;Antivirus;Information Resources Department;10;1;3;10;2;2021-03-17
9760;Installing software;Telecommunications_department;10;5;1;6;7;2021-05-30
9761;Laying the network;Telecommunications_department;10;1;1;7;1;2021-09-25
9762;Office equipment;Telecommunications_department;10;1;2;10;9;2021-12-03
9763;Internet;technical_department;10;5;2;12;2;2021-09-23
9764;Internet;technical_department;10;1;1;10;6;2021-11-25
9765;Laying the network;Telecommunications_department;10;4;1;2;7;2021-03-12
9766;Role system;Telecommunications_department;10;1;2;7;5;2021-05-09
9767;Office equipment;Telecommunications_department;10;2;2;12;6;2021-02-16
9768;Role system;Information Resources Department;10;1;2;1;8;2021-04-09
9769;PC hardware replacement;Telecommunications_department;10;1;2;7;8;2021-07-12
9770;Role system;Information Resources Department;10;1;3;3;4;2021-08-27
9771;Role system;technical_department;10;4;1;10;4;2021-05-26
9772;Laying the network;Information Resources Department;10;5;1;2;4;2021-07-05
9773;Office equipment;Information Resources Department;10;3;1;11;3;2021-09-26
9774;Office equipment;Telecommunications_department;10;5;3;9;7;2021-10-31
9775;Mail;technical_department;10;1;1;7;5;2021-07-19
9776;Installing software;Information Resources Department;10;4;1;2;4;2021-08-17
9777;PC hardware replacement;technical_department;10;4;2;1;2;2021-10-27
9778;Laying the network;Information Resources Department;10;3;3;2;4;2021-11-20
9779;Antivirus;Information Resources Department;10;2;2;3;1;2021-07-27
9780;Installing software;Information Resources Department;10;2;2;12;7;2021-08-13
9781;Internet;Telecommunications_department;10;4;3;2;3;2021-10-13
9782;Antivirus;Information Resources Department;10;1;2;6;5;2021-10-25
9783;Role system;Information Resources Department;10;2;3;9;9;2021-06-19
9784;Role system;technical_department;10;5;1;8;5;2021-06-26
9785;Role system;technical_department;10;4;3;1;9;2021-08-14
9786;Accounts;Telecommunications_department;10;3;2;8;8;2021-08-14
9787;Internet;Information Resources Department;10;1;1;1;2;2021-03-29
9788;Installing software;Telecommunications_department;10;2;1;3;6;2021-03-24
9789;Antivirus;Information Resources Department;10;3;3;11;8;2021-04-30
9790;Installing software;Telecommunications_department;10;5;3;8;7;2021-04-19
9791;PC hardware replacement;technical_department;10;5;2;4;8;2021-11-19
9792;Accounts;technical_department;10;3;3;9;1;2021-11-03
9793;Role system;Telecommunications_department;10;2;2;7;2;2021-11-29
9794;Role system;Telecommunications_department;10;1;2;7;8;2021-11-07
9795;OS;Telecommunications_department;10;4;1;6;8;2021-05-29
9796;Laying the network;Information Resources Department;10;4;2;1;9;2021-05-02
9797;Role system;Telecommunications_department;10;5;2;2;9;2021-05-16
9798;PC hardware replacement;Information Resources Department;10;1;2;4;4;2021-04-13
9799;Installing software;technical_department;10;1;2;6;3;2021-10-21
9800;Internet;Telecommunications_department;10;4;3;4;2;2021-09-12
9801;Office equipment;Telecommunications_department;10;2;3;7;9;2021-09-15
9802;PC hardware replacement;technical_department;10;1;3;12;4;2021-08-02
9803;Antivirus;Telecommunications_department;10;3;3;4;1;2021-01-29
9804;Antivirus;Telecommunications_department;10;3;2;5;8;2021-12-09
9805;Laying the network;Telecommunications_department;10;4;2;11;4;2021-12-01
9806;Role system;Telecommunications_department;10;5;3;6;6;2021-10-06
9807;Antivirus;Telecommunications_department;10;5;3;1;2;2021-03-24
9808;Accounts;Telecommunications_department;10;2;2;4;8;2021-01-21
9809;Office equipment;Information Resources Department;10;5;2;1;3;2021-01-02
9810;Accounts;technical_department;10;4;3;11;3;2021-10-25
9811;PC hardware replacement;technical_department;10;1;1;9;7;2021-04-01
9812;Accounts;Telecommunications_department;10;5;3;3;2;2021-01-18
9813;Mail;Telecommunications_department;10;1;1;2;5;2021-12-17
9814;Mail;Information Resources Department;10;1;2;3;4;2021-09-29
9815;Office equipment;technical_department;10;1;3;3;6;2021-02-23
9816;Internet;Information Resources Department;10;3;2;11;9;2021-11-29
9817;Mail;Information Resources Department;10;1;3;1;1;2021-10-18
9818;Office equipment;Telecommunications_department;10;4;2;4;8;2021-07-20
9819;OS;Telecommunications_department;10;5;3;7;8;2021-12-01
9820;Accounts;technical_department;10;5;3;6;1;2021-08-27
9821;Laying the network;Telecommunications_department;10;5;1;10;1;2021-07-05
9822;Antivirus;Telecommunications_department;10;5;3;5;6;2021-03-25
9823;Mail;Telecommunications_department;10;4;1;10;5;2021-07-26
9824;Mail;Information Resources Department;10;1;1;12;5;2021-04-09
9825;Accounts;Telecommunications_department;10;4;3;7;4;2021-02-03
9826;OS;Information Resources Department;10;1;2;4;7;2021-10-12
9827;Accounts;Information Resources Department;10;3;3;12;5;2021-02-02
9828;Antivirus;Telecommunications_department;10;2;1;4;4;2021-10-05
9829;Mail;technical_department;10;2;3;1;1;2021-07-21
9830;Laying the network;Information Resources Department;10;2;2;1;3;2021-03-18
9831;Role system;Telecommunications_department;10;5;1;12;9;2021-06-27
9832;Internet;technical_department;10;2;2;7;6;2021-02-16
9833;Antivirus;Telecommunications_department;10;4;1;7;2;2021-11-20
9834;Laying the network;technical_department;10;1;3;9;3;2021-07-07
9835;PC hardware replacement;technical_department;10;2;2;10;7;2021-10-04
9836;Antivirus;technical_department;10;1;3;8;2;2021-05-15
9837;Internet;Telecommunications_department;10;1;3;10;6;2021-02-05
9838;PC hardware replacement;Telecommunications_department;10;5;3;3;5;2021-09-10
9839;PC hardware replacement;Information Resources Department;10;4;2;7;8;2021-11-26
9840;Mail;technical_department;10;5;3;7;2;2021-06-26
9841;Laying the network;Information Resources Department;10;2;3;1;4;2021-03-08
9842;Antivirus;technical_department;10;4;3;8;2;2021-09-30
9843;Role system;Telecommunications_department;10;5;3;3;4;2021-12-05
9844;Mail;technical_department;10;3;2;5;6;2021-06-23
9845;Accounts;technical_department;10;2;1;1;6;2021-02-22
9846;OS;Information Resources Department;10;2;2;11;3;2021-09-04
9847;Installing software;Telecommunications_department;10;5;2;9;3;2021-10-28
9848;Laying the network;Telecommunications_department;10;5;1;2;3;2021-05-06
9849;Installing software;Information Resources Department;10;2;1;1;2;2021-12-23
9850;Role system;Information Resources Department;10;4;2;1;7;2021-06-24
9851;Accounts;Information Resources Department;10;4;2;1;5;2021-08-06
9852;Mail;Information Resources Department;10;2;1;9;4;2021-01-31
9853;Role system;Telecommunications_department;10;1;2;10;2;2021-09-08
9854;Mail;Information Resources Department;10;1;2;2;5;2021-02-27
9855;Antivirus;Information Resources Department;10;3;3;4;2;2021-03-31
9856;Role system;Telecommunications_department;10;4;3;3;9;2021-09-13
9857;Installing software;technical_department;10;5;3;7;5;2021-04-10
9858;Internet;Information Resources Department;10;2;2;1;6;2021-09-17
9859;Internet;technical_department;10;2;2;6;2;2021-10-07
9860;Office equipment;technical_department;10;4;2;7;7;2021-03-11
9861;Installing software;technical_department;10;3;3;1;2;2021-09-24
9862;Accounts;technical_department;10;2;2;10;2;2021-02-21
9863;Office equipment;Information Resources Department;10;4;3;6;6;2021-03-02
9864;Laying the network;Information Resources Department;10;4;3;10;9;2021-07-23
9865;Internet;technical_department;10;1;1;7;3;2021-01-25
9866;Accounts;Telecommunications_department;10;2;3;6;2;2021-06-11
9867;Role system;Telecommunications_department;10;1;1;4;3;2021-06-09
9868;Office equipment;Information Resources Department;10;4;2;11;6;2021-10-19
9869;Mail;Telecommunications_department;10;2;3;10;7;2021-04-12
9870;Laying the network;Information Resources Department;10;1;2;12;4;2021-08-15
9871;Mail;technical_department;10;3;1;1;5;2021-08-02
9872;Role system;Information Resources Department;10;3;2;10;6;2021-11-30
9873;Internet;Information Resources Department;10;3;1;1;6;2021-05-13
9874;Mail;Telecommunications_department;10;4;3;5;1;2021-09-04
9875;Antivirus;technical_department;10;4;2;9;9;2021-08-10
9876;Mail;Information Resources Department;10;1;3;8;9;2021-11-27
9877;PC hardware replacement;technical_department;10;4;2;1;7;2021-04-28
9878;Internet;technical_department;10;2;2;8;2;2021-08-09
9879;Role system;Information Resources Department;10;4;1;3;8;2021-07-04
9880;Antivirus;technical_department;10;3;2;5;7;2021-10-09
9881;OS;Telecommunications_department;10;4;2;1;4;2021-02-27
9882;PC hardware replacement;Information Resources Department;10;4;1;10;6;2021-05-30
9883;Internet;technical_department;10;3;1;7;2;2021-04-12
9884;Role system;Telecommunications_department;10;5;2;12;8;2021-07-07
9885;Accounts;technical_department;10;3;2;10;3;2021-11-12
9886;OS;Information Resources Department;10;1;2;11;4;2021-02-02
9887;PC hardware replacement;Telecommunications_department;10;2;2;10;8;2021-12-03
9888;Role system;technical_department;10;1;1;6;3;2021-02-17
9889;OS;technical_department;10;2;1;7;6;2021-06-14
9890;Installing software;Information Resources Department;10;2;1;9;5;2021-08-22
9891;OS;Information Resources Department;10;1;2;12;8;2021-06-13
9892;OS;Telecommunications_department;10;2;1;10;2;2021-08-15
9893;OS;technical_department;10;5;1;1;4;2021-11-29
9894;Office equipment;technical_department;10;2;2;7;1;2021-01-26
9895;Installing software;technical_department;10;3;2;12;2;2021-11-04
9896;Antivirus;Telecommunications_department;10;2;1;12;4;2021-12-26
9897;Role system;technical_department;10;2;2;7;4;2021-04-01
9898;Office equipment;Telecommunications_department;10;2;3;3;1;2021-05-17
9899;Antivirus;Information Resources Department;10;5;1;10;9;2021-02-13
